Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/policies,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/policies,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/policies,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/policies,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/policies,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/policies,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/policies,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/policies,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/policies,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/policies,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/policies,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/policies,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/policies,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/policies,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/policies,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/policies,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/policies,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/policies,/policies/privacy-policy,"Your dataPrivacy PolicyHow From the Trunk collects, uses, protects, and handles personal information.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/return-refund-policy,"ReturnsReturn, Refund & Exchange PolicyHow returns, refunds, exchanges, and unique product concerns are handled.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/shipping-delivery-policy,"DeliveryShipping & Delivery PolicyProcessing time, packaging, tracking, shipping charges, and delivery support.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/terms-of-service,"TermsTerms of ServiceThe terms that govern use of the website, accounts, orders, listings, and payments.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/authentication-condition-policy,"AuthenticityAuthentication & Condition PolicyHow we authenticate, grade, and document every pre-loved saree before it is listed.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/authentication-condition-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/care-packaging-policy,"CareCare & Packaging PolicyHow to store, wear, and care for your pre-loved saree, and how we package it.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/care-packaging-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/cancellation-policy,"CancellationsCancellation PolicyHow and when an order can be cancelled by you, or by From the Trunk.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/cancellation-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/sell-with-us-policy,ConsignSell With Us PolicyHow to submit a saree to From the Trunk for consignment and curation.Read policy,body,follow,200,https://www.fromthetrunk.shop/policies/sell-with-us-policy,yes,,Rendered anchor; external targets were not fetched.
/policies,/policies/grievance-redressal,"SupportGrievance Redressal PolicyHow to reach us, and how we acknowledge and resolve grievances.Read policy",body,follow,200,https://www.fromthetrunk.shop/policies/grievance-redressal,yes,,Rendered anchor; external targets were not fetched.
/why,/why,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/why,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/why,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/why,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/why,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/why,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/why,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/why,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/why,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/why,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/why,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/why,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/why,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/why,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/why,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/why,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/why,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/why,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/why,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/why,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/why,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/why,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/why,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
